-7.554534777777777776e+01,-4.388893444444444469e+01,-7.482268235468329465e+01,-4.444988136401273948e+01,0.000000000000000000e+00,4.500000000000000000e+00,1.606989699180575215e+01,5.511844777777778148e+01,4.346919165555555082e+02,4.346919165555555082e+02,7.699367691358025922e+01,3.354743580246913126e+01,-1.349922320987654345e+01,1.289451679012345586e+01,8.998693135802469101e+01,2.107876320987654495e+01,3.632837222222222717e+00,1.410651333333333390e+01,2.745815699999999424e+02,2.289284924809288357e-01,0.000000000000000000e+00
-7.554534777777777776e+01,-4.388893444444444469e+01,-7.294950338786257760e+01,-4.574056064233734276e+01,0.000000000000000000e+00,1.450000000000000000e+01,2.539578209545778265e+01,5.516697222222222763e+01,8.840356068888889922e+02,8.840356068888889922e+02,9.490700644444443412e+01,4.122608544444444334e+01,-1.776781199999999927e+01,1.395570277777777690e+01,1.112271125555555500e+02,2.958206200000000052e+01,3.464849444444444426e+00,1.581029144444444512e+01,2.745815699999999424e+02,2.520758176476225465e-01,0.000000000000000000e+00
-7.554534777777777776e+01,-4.388893444444444469e+01,-7.039432870417870447e+01,-4.716885413537320204e+01,0.000000000000000000e+00,2.450000000000000000e+01,3.492816777070414247e+01,5.518379633333332634e+01,8.841088001111111225e+02,8.841088001111111225e+02,6.148336677777778192e+01,4.942801477777777563e+01,-2.133263611111111047e+01,1.466453744444444318e+01,7.717595611111111964e+01,3.341897111111111229e+01,2.767375444444444277e+00,2.598008411111110760e+01,2.745815699999999424e+02,4.475220357100775925e-01,0.000000000000000000e+00
-7.554534777777777776e+01,-4.388893444444444469e+01,-6.744995982601830065e+01,-4.805970498360274945e+01,0.000000000000000000e+00,3.450000000000000000e+01,3.228455147737342656e+01,5.518341922222221996e+01,8.836494561111110215e+02,8.836494561111110215e+02,1.892475000000003904e+00,3.144311511111111912e+01,-2.243473722222222122e+01,2.594607555555556111e+00,1.589487688888889139e+01,1.987561511111111301e+01,1.754707888888888734e+00,3.902216122222222339e+01,2.745815699999999424e+02,-1.560556807912045485e-01,0.000000000000000000e+00
-7.554534777777777776e+01,-4.388893444444444469e+01,-6.498690317784777903e+01,-4.892573904179259614e+01,0.000000000000000000e+00,4.450000000000000000e+01,2.568938896564441166e+01,5.927740688888889053e+01,1.837750129222222313e+03,1.837750129222222313e+03,1.755454866666666547e+01,3.402046877777777922e+01,-1.349163100000000171e+01,1.595612144444444525e+01,1.870501633333333302e+01,1.932855111111111412e+00,1.970978555555555456e+00,2.086706377777777632e+01,2.745815699999999424e+02,2.125527056950874127e-01,0.000000000000000000e+00
-7.554534777777777776e+01,-4.388893444444444469e+01,-6.324384966363093952e+01,-4.825945835025563468e+01,0.000000000000000000e+00,5.450000000000000000e+01,1.940546163320858142e+01,5.761009355555554379e+01,1.223684489222222055e+03,1.185693561666666483e+03,-1.733310700000000182e+01,-3.658467866666666879e+01,-1.159223177777777813e+01,-3.068193911111110950e+01,-1.286426088888888764e+01,-2.868724388888889010e+01,4.619602333333332922e+00,5.941832977777778524e+01,2.745815699999999424e+02,2.644915689792038949e-01,0.000000000000000000e+00
-7.554534777777777776e+01,-4.388893444444444469e+01,-6.115286579632828534e+01,-4.637744314134268819e+01,0.000000000000000000e+00,6.450000000000000000e+01,9.285400304789808601e+00,6.056449133333335055e+01,8.328955206666666982e+02,1.053907783333333583e+02,-2.020871377777777766e+01,6.273523333333332452e+00,-1.867390955555555720e+01,-9.574200111111110800e+00,-5.118261555555557507e+00,1.149790555555554761e+00,7.613209555555554786e+00,2.863964399999999699e+01,2.745815699999999424e+02,-4.044397003187894662e-02,0.000000000000000000e+00
-7.554534777777777776e+01,-4.388893444444444469e+01,-5.653974576279649966e+01,-4.675824539995582541e+01,0.000000000000000000e+00,7.450000000000000000e+01,8.230890702860055086e+00,6.365300200000000075e+01,1.541133080000000064e+03,9.599970011111111035e+01,-1.225261844444444570e+01,7.478407111111110339e+00,-4.512935522222222318e+01,4.572173111111110799e+00,3.118952288888888802e+01,-1.327651222222221872e+00,6.085503000000000107e+00,2.605733722222221971e+01,2.745815699999999424e+02,-3.267305731342758923e-01,0.000000000000000000e+00
-7.554534777777777776e+01,-4.388893444444444469e+01,-5.014105246250781533e+01,-4.772760488300215087e+01,0.000000000000000000e+00,8.450000000000000000e+01,1.537494763722155255e+01,5.919748088888887594e+01,1.373161396222222265e+03,7.564055275555554090e+02,-6.628940666666665038e+00,5.654783055555553517e+01,-5.470765188888888986e+01,1.060673655555555506e+01,3.129965022222222615e+01,5.366974088888889582e+01,3.489856222222222470e+00,5.781184355555556209e+01,2.745815699999999424e+02,1.052491770199236731e-01,0.000000000000000000e+00
-7.554534777777777776e+01,-4.388893444444444469e+01,-4.358070294799630062e+01,-4.875672147818232816e+01,0.000000000000000000e+00,9.450000000000000000e+01,1.417575586118425335e+01,5.696777977777777835e+01,1.103435931333333428e+03,4.759690864444444856e+02,4.978982633333333752e+01,1.719321857777777609e+02,-3.740013288888888354e+01,6.301165222222222084e+00,2.775208144444443903e+01,2.134405881111111398e+02,-5.435583333333331435e-01,8.011645466666666948e+01,2.745815699999999424e+02,6.692079867058426945e-01,0.000000000000000000e+00
-7.554534777777777776e+01,-4.388893444444444469e+01,-3.953883259887990675e+01,-4.970420890845009865e+01,0.000000000000000000e+00,1.045000000000000000e+02,2.004381319452266297e+01,5.588200711111110053e+01,5.374631816666666282e+02,6.606494722222223004e+01,5.865473499999999518e+01,3.081858922222222574e+01,-2.302457700000000074e+01,1.710290655555555617e+01,7.251320599999999672e+01,5.460949900000000667e+01,-6.601781111111109102e-01,3.749800211111111281e+01,2.745815699999999424e+02,6.544636124856413328e-01,1.000000000000000000e+00
