,0 Present day longitude (degrees),1 Present day latitude (degrees),2 Reconstructed longitude (degrees),3 Reconstructed latitude (degrees),4 Age (Ma),5 Time before mineralisation (Myr),6 Seafloor age (Myr),7 Segment length (km),8 Slab length (km),9 Distance to trench edge (km),10 Subducting plate normal velocity (km/Myr),11 Subducting plate parallel velocity (km/Myr),12 Overriding plate normal velocity (km/Myr),13 Overriding plate parallel velocity (km/Myr),14 Convergence normal rate (km/Myr),15 Convergence parallel rate (km/Myr),16 Subduction polarity (degrees),17 Subduction obliquity (degrees),18 Distance along margin (km),19 Subduction obliquity signed (radians),20 Ore Deposits Binary Flag (1 or 0)
85,-71.22557777777776,-21.86550666666667,-70.496499958859,-22.42340130423314,0.0,4.5,45.9292214917918,55.86091866666667,2934.3392906666663,2858.5825327777775,81.11325802469136,26.75937617283951,-15.592495802469134,14.628421851851853,96.66820827160493,12.501607037037038,-3.4714840000000002,10.082378148148148,2772.77625,0.12887061840433514,0.0
86,-71.22557777777776,-21.86550666666667,-68.68063311932433,-23.697799029596514,0.0,14.5,57.93510312278973,55.92954866666666,3386.550520777778,3038.3852903333336,95.25472733333334,35.17827922222223,-19.983411333333333,15.793508222222224,115.69199533333335,21.437600555555555,-2.949222,12.32041388888889,2772.77625,0.17900063276735168,1.0
87,-71.22557777777776,-21.86550666666667,-66.35600536463728,-25.08895507287044,0.0,24.5,66.44135665300792,55.97233455555555,3389.851466,2935.122354777778,82.29544044444445,41.39076733333333,-23.650365111111114,16.850845999999997,102.95835077777778,23.03326588888889,-3.7517133333333335,14.476646888888888,2772.77625,0.23182574457080846,1.0
88,-71.22557777777776,-21.86550666666667,-63.790328666726474,-25.93371971476622,0.0,34.5,59.98179314408592,55.972434,3392.173269222222,3043.6422114444445,36.24877388888889,24.566283666666667,-25.79206922222222,4.966755555555556,54.86380700000001,10.863444666666666,-4.676238444444445,12.158089333333335,2772.77625,0.10828699326774412,1.0
89,-71.22557777777776,-21.86550666666667,-61.229119451989575,-26.805098336572712,0.0,44.5,52.00052070815552,60.30806244444445,4337.505224888889,3017.102070222222,60.561635,23.320585,-21.801074,19.141063888888887,70.68221666666668,-11.234726222222223,-5.269591222222223,11.557077555555555,2772.77625,-0.15793577394053449,1.0
90,-71.22557777777776,-21.86550666666667,-58.379055751126714,-26.27754900963469,0.0,54.5,42.375705714174906,58.31542266666668,3679.1573455555563,2906.9933685555557,12.456673222222225,-41.791089666666664,-33.21870811111111,-25.66107911111111,35.90871133333333,-38.566352111111115,-2.623626777777777,56.28233399999999,2772.77625,-0.5790966569149422,1.0
91,-71.22557777777776,-21.86550666666667,-55.426493712917434,-24.542851188070095,0.0,64.5,34.431735419735446,56.02976944444443,2542.152850222222,2540.911769555555,-5.707291999999997,16.586770666666666,-29.48710744444444,-5.443615666666667,16.09898611111111,-0.1901793333333341,-1.6425085555555559,46.16804800000001,2772.77625,0.02583395583467395,1.0
92,-71.22557777777776,-21.86550666666667,-51.161646453214544,-24.863577164035217,0.0,74.5,27.77574555877198,55.73666655555555,2253.212215333334,2253.212215333334,-20.63765266666667,42.64660022222222,-50.79826944444444,10.105976777777778,20.077030777777782,5.16331622222222,-2.429711777777778,19.449160666666668,2772.77625,0.3133203055182489,0.0
93,-71.22557777777776,-21.86550666666667,-45.77354306903463,-25.6869419251364,0.0,84.5,26.39316230192852,55.96958988888889,2019.0653493333334,1914.3876053333333,-8.141760888888887,84.85460633333334,-55.344877444444435,16.16421144444444,31.269299444444442,51.176401444444444,-4.772101666666667,33.095736,2772.77625,0.5406391772172983,0.0
94,-71.22557777777776,-21.86550666666667,-40.771545139369906,-26.553310001717893,0.0,94.5,39.67024174489844,55.54208311111112,1431.1400713333335,199.5290267777778,9.512041555555557,174.16661266666668,-37.30279377777778,9.131193888888887,16.064811555555558,161.0599701111111,-7.162702666666666,72.92327288888889,2772.77625,-0.029933370255310343,0.0
